id,Nom commercial,Raison sociale,Motif Hors ligne,En ligne,Zone,Nom de la commune,Adresse,Site web,Groupe catégorie,Nom catégorie,Nom sous catégorie,Localisations,Code postal,Bureau postal,Lieux-dits,Prestations sur place,Prestations à proximité,Mode de paiement,Langues,Fixe,Mobile,Autre téléphone,Fax,E-Mail,Capacité,Classement,Accroche,Descriptif,Descriptif du plan d'accès,Jours et horaires d'ouverture,Labels,Date de création - Etablissement,Date de fermeture,Fournisseur - Nom,Fournisseur - SIRET,Fournisseur - adresse,Fournisseur - contacts,Fournisseur - date de création,Fournisseur - Code postal,Fournisseur - Bureau,Fournisseur - Code NAF,Fournisseur - Chambre consulaire,Fournisseur - Forme juridique,Fournisseur - CFE,Nb Produits,Coordonnées GPS,Liste URL moteur,Tarif Montant,Tarif libellé,Num taxe de séjour,Descriptif OTI,Accroche OTI,Status,commentaire,Date de derniere modification,Colones modifiées,Aire d'adhésion
rec5yC36m9peYuToo,Aux Délices des Iles,,,oui,sud,Le Tampon,"87 Rue du Général de Gaulle, 97430 Le Tampon",,Restauration,Restaurant,Restaurant,Centre ville,97430,Le Tampon,,"parking public , terrasse","commerce alimentaire,arrêt bus,transports en commun,commerces,Centre - Ville,boulangerie,pâtisserie,maraicher","Espèces,Carte Bancaire,American express,Tickets restaurant","français,créole,anglais",0262 57 34 31,,,,moniquebezaza@hotmail.fr,19,,Restauration rapide avec plats au choix en vitrine (barquettes ou sur place),"Aux Délices des Iles propose des spécialités créoles et asiatiques dans la ville du Tampon, salades pates, gratins, fritures (de style nems, croquettes de poulet, beignets salés), en vitrine une vingtaine de plats aux choix.
Sur place (quelques tables en terrasse) ou à emporter","Sur le boulevard du lycée au Tampon.
Une fois arrivé au niveau du lycée Roland Garros, continuer en direction de Trois Mares, vous passerez 2 ronds points, puis le restaurant se trouvera sur votre gauche, à côté d'une superette","Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,,,Mme Monique Chan,42062224300012,"Mme Monique Chan: 87 Rue du General de Gaulle, 97430 Le Tampon ",Mme Monique Chan : moniquebezaza@hotmail.fr - 0692633602,,,,,,,,,"-21.273593, 55.517039",,,,,,,,,,,
recSnmjG1Xm2Vg7xQ,Villa Palm,,,oui,sud,Le Tampon,"93  Chemin Saint Expédit, 97430 Le Tampon - Trois Mares",http://www.villapalm-reunion.com,Hébergement,Location saisonnière,Gîte & Villa,Milieu rural,97430,Le Tampon,Trois Mares,"barbecue , four , jardin , lave linge privatif , lave vaisselle , micro-ondes , parking , salon de jardin , téléphone , TV , wifi",équitation,"Chèque,Virement,Mandat postal,Espèces",français,,,,,avril.karl@orange.fr,13,,"Au centre du grand Sud, dans le village de Trois-Mares, proche du centre-ville Le Tampon, Villa Palm est une villa spacieuse avec jardin et parking privatif.","Au rez-de-chaussée: une varangue, une pièce principale de 70 m² comprenant un séjour avec salon en teck, une salle à manger et une cuisine toute équipée.
5 chambres dont une triple et une double au rez-de-chaussée et 2 triples et une double à l'étage.
Une cuisine extérieure feu de bois, un espace grillade avec barbecue et bar, un espace loisirs avec babyfoot, un salon de jardin avec balançoire et transats.","Venant de Saint-Denis, prendre direction Saint-Pierre, puis direction Le Tampon. A la fin de la 2X2 voies, au rond-point prendre la troisième sortie direction Trois-Mares. Passer 2 intersections puis un carrefour. Au carrefour suivant tourner à droite. Au rond-point prendre direction centre-ville puis à l'intersection tourner à gauche (D3) en direction de Trois Mares. Rouler tout droit sur 3 km en comptant 4 ronds-points, au cinquième rond-point (Crédit Agricole) aller tout droit à 100 m tourner à gauche (chemin Saint-Expédit), à 350 m prendre l'allée bétonnée à droite et aller jusqu'au N° 93.",,,,,Mr Karl Avril,82924221300025,"Mr Karl Avril: 93 Chemin Saint Expédit, 97430 Le Tampon - Trois Mares",Mr Karl Avril : avril.karl@orange.fr - 0693482251,,,,,,,,,"-21.260903, 55.500366",,,,CSC6HTF,,,,,,,
a59d0ac7,Ti Planterre,,,non,sud,Saint-Philippe,"35 rue Labourdonnais, 97442 Saint-Philippe - Basse Vallée",https://www.tiplanterre.re/,Loisirs - se divertir,Terroir,Produits du terroir,,97442,Saint-Philippe,Basse Vallée,matériel pour l'activité,"site - lieu culturel,restaurants,littoral",,"français,créole",,0692 27 15 50,,,ti.planterre@gmail.com,,,"Vente de vanille certifiée Agriculture Biologique et IGP. Pas de boutique, mais présence dans différentes foires et marchés, avec possibilité d'achat en ligne sur le site internet.","Agriculteur depuis plus de trente ans à l’île de la Réunion Louis LEICHNIG a toujours voulu proposer aux consommateurs des produits réunionnais de qualité. Il s’est donc lancé dans la production de vanille et de fruits exotiques de saison, certifiée Agriculture Biologique, gage de qualité. Ainsi, sur ses vingt hectares de terrains, il a mis en place une culture extensive puisque toute sa vanille est cultivée sous bois et que les arbres fruitiers sont aux abords de cette forêt. Tout le travail qu’il fait, que ce soit pour la vanille ou pour les fruits, rend ses produits exceptionnels sur le marché. Produits typiques de la Réunion que tout un chacun devrait pouvoir utiliser. Afin de commercialiser ses produits, Louis LEICHNIG a décidé de venir les proposer en France métropolitaine. De salon en salon, il en fait la promotion.","Depuis le Sud prendre la RN2 jusque la Route Labourdonnais, l'établissement se trouvera peu après l'école primaire de Basse Vallée.",,"Indication Géographique Protégée : IGP,Agriculture Biologique : AB",13/9/2021,,Mr Louis LEICHNIG,39469239600010,"Mr Louis LEICHNIG: 35 rue Labourdonnais - Basse-Vallée, 97442 Saint-Philippe ",Mr Louis LEICHNIG : ti.planterre@gmail.com - 0692271550,,,,,,,,,"-21.372840, 55.711503",,,,,,,,,,,AD2R
recxVLH3rUogl9vrc,Aux Senteurs de Jasmin,,,non,sud,Le Tampon,"38 bis Rue Eugene Dayot, 97430 Le Tampon",,Hébergement,Location saisonnière,Gîte & Villa,,97430,Le Tampon,,"jardin clôturé , parking , accès internet , piscine chauffée",,"Chèque,Espèces","français,anglais",0262221498,,,,auxsenteursdejasmin@gmail.com,6,,,"Située aux portes du volcan, cette villa de plus de 150m² est implanté sur une parcelle de 600m². Elle dispose d'un magnifique jardin arboré et d'une grande piscine privative et chauffée, d'une grande cuisine ouverte et entièrement équipée, d'une terrasse de plus de 45m². Vous pourrez rejoindre la route du volcan en une demi heure.
cette villa de caractère est située au centre ville du Tampon dans un quartier très calme.
Tout a été imaginé pour que vous puissiez passer un agréable séjour. Après vos multiples escapades pour découvrir les charmes de notre île, vous aurez la possibilité de profiter de son magnifique jardin en vous reposant à l'ombre des arbres fruitiers (manguiers, letchi....) ou alors privilégier la farniente et le repos autour de la piscine.",,,,,,Mme Véronique Maillot,,"Mme Véronique Maillot: Rue Eugene Dayot, 97430 Le Tampon ",Mme Véronique Maillot : auxsenteursdejasmin@gmail.com - 0692667941,,,,,,,,,"-21.287609, 55.517614",,,,CSC330HT@,,,,,,,
recIap1BQMVhc9iDo,Magnolia,,,oui,sud,Le Tampon,"23D  Rue Saint Vincent de Paul, 97430 Le Tampon",,Hébergement,Location saisonnière,Gîte & Villa,,97430,Le Tampon,,"TV , jacuzzi , piscine , barbecue , jardin , salon de jardin , cuisine , linge de toilette , linge de maison , parking , fer et planche à repasser","commerce alimentaire,arrêt bus","Virement,Espèces","français,créole,anglais",,,,,nassau.loic@gmail.com,6,3 Etoile(s),"Située au Tampon, la villa Magnolia peut accueillir 6 personnes (4 adultes et 2 enfants).","Cette villa comprend 2 chambres, une télévision par satellite à écran plat, un lave-linge et un sèche-linge et une salle de bains avec un jacuzzi. Sa cuisine équipée comporte un réfrigérateur et un lave-vaisselle.

La villa possède un espace bien-être avec un jacuzzi. A l'extérieur, elle dispose d'une piscine, d'un jardin et d'un barbecue.",,,,,,Mr Loic Hoarau,88472013700014,"Mr Loic Hoarau: 23B Rue Saint Vincent de Paul, 97430 Le Tampon ",Mr Loic Hoarau : nassau.loic@gmail.com - 0693484156,,,,,,,,,"-21.269127, 55.526195",,,,CSC279HT@,,,,,,,
recFffzfEdlm5fJta,Emmanuel NAZE,,,non,sud,Saint-Joseph,"x Rue du Rond, 97480 Saint-Joseph - Les Lianes",,Loisirs - se divertir,Terroir,Plantation,Milieu rural,97480,Saint-Joseph,Les Lianes,"boutique , Legumes bio","commerce alimentaire,point de vue panoramique",,,,0692736349,,,emmanuel.naze@orange.fr,,,"Culture de légumes, de melons, de racines et de tubercules","Vente de curcuma, arrow-root",,,,,,Mr Emmanuel Naze,49394820200012,"Mr Emmanuel Naze: Rue du Rond, 97480 Saint-Joseph ",Mr Emmanuel Naze : emmanuel.naze@orange.fr - 0692736349,,,,,,,,,"-21.3265534,55.6069396",,,,,,,,,,,AD2R
5c37ae83,Lilie Location saisonnière Langevin,,,oui,sud,Saint-Joseph,"7 chemin Terrain Galet, 97480 Saint-Joseph - Langevin",,Hébergement,Location saisonnière,Bungalow & Chalet,Milieu rural,97480,Saint-Joseph,Langevin,"barbecue , climatisation , piscine , TV , ventilateur , linge de maison , parking , TV satellite , salon , espace de restauration , wifi gratuit , lave vaisselle , micro-ondes , sanitaires privés , four , terrasse","sentier de randonnée,point de vue panoramique,riviere,Bassin de Manapany","Chèque,Virement,Espèces,Carte Bancaire","français,créole,anglais",,0692 80 80 26,,,morel-aurelie@live.fr,6,1 Etoile(s),Maison à Langevin,"PAS DE FETE ACCEPTÉE voisin proche

Une petite terrasse équipée d'une piscine (non chauffée) de 4m² profondeur 1.20m et d'une table et banc et d'un transat 

Maison clôturée en mitoyenneté  avec portail - voisin proche

3 places de parking devant la maison (dans la rue)

Une salle de bain : Douche italienne et toilette dans la même pièce

Cuisine : Cuisinière a induction - barbecue /feu de bois-  Trépied - four micro onde - four - frigo - lave vaisselle - couvert- ustensiles de cuisine-


Salon : canapé convertible (2 personnes peuvent dormir), tv, table et 2 bancs, ventilateur,  

wifi

Une seule Chambre climatisée à l'étage :
 grande chambre d'environ 25 m2  équipée de 2 grands lit pour 2 personnes + 2 personnes ,  (le tout dans la même pièce c'est une grande pièce) couverture oreiller et draps fournis

Caution de 500 euros en cheque 

Acompte de 50% nécessaire pour la réservation  virement,  espèce,  cb a distance,  PayPal,  paylib,...",Maison proche de la rivière Langevin et de la balance canne,,,3/1/2022,,Mme Aurélie Morel,99235298900014,"Mme Aurélie Morel: 13 allée des Mesanges, 97429 Petite-Ile ",Mme Aurélie Morel : morel-aurelie@live.fr - 0692808026,,,,,,,,,"-21.379978, 55.649599",,,,CSC473HT@,,,,,,,AD2R
recGIk7nWQkpYIgSf,Chez Lilie - Plaine des Cafres,,,non,sud,Le Tampon,"3  Chemin Gilles Begue, 97418 Le Tampon - La Plaine des Cafres",,Hébergement,Location saisonnière,Gîte & Villa,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,"cuisine équipée , cuisine , cuisine au bois , micro-ondes , four , lave vaisselle , billard , barbecue , wifi gratuit , babyfoot","sentier de randonnée,point de vue panoramique,forêt,sites touristiques,station essence,restaurants","Espèces,booking","français,créole",,0692 80 80 26,,,morel-aurelie@live.fr,14,2 Etoile(s),Location plaine des cafres située au 22eme kilomètre,"FETE STRICTEMENT INTERDITE/voisins proches / mitoyenneté

3 terrasses aménagées une entrée devant la maison pouvant accueillir 3 a 4 voitures maximum

Maison accessible via un escalier (pas d'accessibilité en fauteuil roulant) (c'est le haut d'une maison mais bien insonorisée)

Une salle de bain : Douche italienne et toilette dans la même pièce

Cuisine   - barbecue - Trépied - feu de bois - four et four micro onde - machine a laver - lave vaisselle - billard et baby foot - marmite - couvert et ustensiles de cuisine

Caution : Un cheque de 500 euros  

La composition des chambres :
maison disposé de 1 à  12 personnes (adultes et enfant compris)  ( pas d'invités supplémentaires même de passage possible) :
3 chambres :
>>1 chambre pour 4 personnes:  (1 grand lit  2 personnes  + 1 lit gigogne à tiroir pour 2 personnes)
>>1 chambre (2 grands lits  :2 personnes en bas + 2 personnes  en haut  pour 4 personnes )
>>1 chambre ( grand lit double pour 2 personnes)
>>un canapé lit convertible . (2 personnes)
>>un clic clac ( 2 personnes)",PK22,,,,,Mme Aurélie Morel,99235298900014,"Mme Aurélie Morel: 13 allée des Mesanges, 97429 Petite-Ile ",Mme Aurélie Morel : morel-aurelie@live.fr - 0692808026,,,,,,,,,"-21.232230, 55.550347",,,,CSC329HT@,,,,,,,AD2R
59D0EA4483,Les gourmandises du jardin,,,non,sud,Le Tampon,"82 chemin des acacias, 97418 Le Tampon - La Plaine des Cafres",,Loisirs - se divertir,Terroir,Produits du terroir ; Jus de fruits frais ; Agrotourisme,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,Produits artisanaux,parking public,Espèces,"français,créole,anglais",,0692 52 61 24,,,locations.velia@gmail.com,,,Produits bio artisanaux,"Vente de produits transformés, certifiés bio (confitures, jus, nectars, goyave au sirop). Uniquement à partir des fruits du verger
Confitures sans pectine, sans gélatine, sans conservateurs. 
Vente chez Chocamande, Upro bio, restaurant l’Olivier, les marchés (Eperon le 3e samedi du mois), et événements bio
Exemple de produits : goyave blanc ou rose au sirop (5€), nectar de goyave, nectar de goyavier (2,80€), confiture de chouchou gingembre-mangue (petit pot 3,70€ // grand 6€), confiture de goyave

Gamme de produits : 
- kakis: confiture géranium ou vervaine",A contacter,"Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",Agriculture Biologique : AB,21/9/2022,,Mr Jean Fred Velia,43467879300010,"Mr Jean Fred Velia: 82 Chemin des Acacias, 97418 La Plaine des Cafres ",Mr Jean Fred Velia : locations.velia@gmail.com - 0692 52 61 24,,,,,,,,,"-21.226458, 55.530592",,,,,,,,,,,
595f03c0,Kom'une Évidence 974,,,non,sud,Saint-Philippe,"8B de la Pompe, 97442 Saint-Philippe",,Hébergement,Location saisonnière,Gîte & Villa,,97442,Saint-Philippe,,"barbecue , climatisation , fer et planche à repasser , jacuzzi , lave linge privatif , salle de bain privée , TV , linge de maison , espace de restauration , wifi gratuit , lave vaisselle , micro-ondes , sanitaires privés , douche , four , jardin arboré , terrasse , jardin clôturé , parking sécurisé , cour clôturée , sur réservation , veranda couverte , frigo , salle à manger","sentiers de randonnées,centre ville,littoral","Chèque,Virement,Espèces","français (Expérimenté (Nv.3)),créole",,0692244243,,,jerome.t97480@gmail.com,6,,Villa récente idéale pour un séjour en famille ou entre amis située en plein cœur de St Philippe.,,"Arrivée en face de la caserne des pompiers de Saint-Philippe, il faut prendre la direction de Sainte-Rose. Puis, à 500 mètres après la caserne des pompiers, il faut prendre la première rue à droite : c'est la rue de la Pompe",,,13/12/2021,,Mr Jérôme TONRU,90945277300015,"Mr Jérôme TONRU: 19 Chemin Glissant, 97480 Saint-Joseph ",Mr Jérôme TONRU : jerome.t97480@gmail.com - 0692244243,,,,,,,,,"-21.358937, 55.770692",,,,CSC459HT@,,,,,,,AD2R
recHEZWTMQ8a9lBp5,La Ferme du Kilimandjaro ,,,oui,sud,Le Tampon,"10 Impasse Bernard Céleste, 97418 Le Tampon - La Plaine des Cafres",http://www.lafermedukilimandjaro.fr,Hébergement,Chambre d'hôtes,Chambre d'hôte ; Table d'hôte,"Village,Montagne",97418,La Plaine des Cafres,La Plaine des Cafres,"parking public , chauffage , jardin , salle de bain privée , linge de maison , restauration , wifi gratuit , vue montagne , visites pédagogiques , sur réservation , équipement sportif , matériel pour l'activité , sanitaires privés , grand espace , wifi , douche , aire de jeux pour enfant , salon de jardin , linge de toilette , jardin arboré , cuisine au bois , accès internet , végétariens bienvenus , petit déjeuner créole ou classique , salle de bain , ferme , vue mer","sentier de randonnée,sentier de grande randonnée,site - lieu culturel,point de vue panoramique,commerce alimentaire,équitation,forêt,sites touristiques,arrêt bus,poste - boite aux lettres,jardin,transports en commun,commerces,sites - lieux culturels,station essence,pharmacie,boulangerie,banque - guichet automatique,pâtisserie,restaurants,sentiers de randonnées,Restauration,Maison du Volcan,coulées de lave,ferme équestre,centre médical,quad,Musée,hébergements,route du volcan,Volcan le piton de la fournaise,sentier du piton des neiges,forêt de Tamar'haut,Point chaud,stade de foot,maraicher,commerce de proximité…,épicerie,médecin,village du 23ème,tabac presse,coiffeur,Terrain de jeux pour enfants,aire de jeux,marchés,village du grand bassin,Cabaret Pat'Jaune,snack,parc notre dame de la paix,Point de vue du Belvédère de Bois court,centre de bien-être,burger…,Toutes commodités","Espèces,Chèque,Virement","français,créole,anglais",0262431341,,,,serena.hajek@hotmail.fr,6,,La Ferme du Kilimandjaro est située dans les Hauts du Tampon. Optez pour séjourner au clair de lune dans l'une des deux chambres d'hôtes aménagées séparément dans deux roulottes. Le petit déjeuner est servi exclusivement aux hôtes séjournant dans cet hébergement.,"Chaque roulotte comprend une chambre double et des sanitaires avec solarium privé. La Ferme du Kilimandjaro s'étend sur un terrain de 3000 m² avec vue sur le littoral sud et le massif du Piton des Neiges au cœur de la ferme agricole. Visite gratuite du rucher. La capacité est de deux adultes et un enfant par roulotte. 

Poêle à bois et électricité solaire.

Activités possibles : tir à l’arc, mini
golf, balançoire...","Depuis Saint-Benoît, prendre la RN3 direction La Plaine des Cafres - Le Tampon. Au rond-point de la Cité du Volcan suivre ""Volcan, direction grande Ferme"" sur 1-2 km environ, puis à l'intersection prendre à gauche direction Notre Dame de la Paix puis tourner à gauche impasse Bernard Céleste.
Depuis Saint-Pierre, prendre la RN3 direction La Plaine des Cafres. A la gendarmerie prendre la première à droite direction Petite Ferme, continuer jusqu'à l'impasse Bernard Céleste à gauche.",,,,,Mr Sergio Maréchal,81103295200020,"Mr Sergio Maréchal: 10 Impasse Bernard Celeste, 97418 La Plaine des Cafres ",Mr Sergio Maréchal : serena.hajek@hotmail.fr - 0692592519,,,,,,,,,"-21.233626, 55.580464",,,,CSC102HTC,,,,,,,AD2R
recLQNR4xAVfyM4PB,Les Cent pieds ,,,non,sud,Le Tampon,"107  Rue des Poinsetias, 97430 Le Tampon - Tampon",https://www.lescentpieds.fr/,Loisirs - se divertir,Terre,Randonnée pédestre,Milieu rural,97430,Le Tampon,Tampon,"visites pédagogiques , équipement sportif , grand espace",,,français,0262595876,,,,les-cent-pieds@orange.fr,,,Association de randonnées pédestres : Les Cent Pieds,"L’association Les Cent Pieds, forte de plus de 300 membres, propose à ses adhérents 4 randonnées par mois (deux le mercredi, une un dimanche et une en week-end ou sur trois jours ) et organise également des excursions hors département (Rodrigues, Métropole, Madagascar, Afrique du Sud,…). Les sorties sont de niveaux variés et concernent tous les publics. L'association est affiliée à la Fédération Française de Randonnée Pédestre et son siége est basé au Tampon à l'ile de la Réunion.",,,,,,,,"107 Rue des Poinsetias, 97430 Le Tampon ",les-cent-pieds@orange.fr - 0262475895,,,,,,,,,"-21.245572, 55.524018",,,,,,,,,,,AD2R
recHEZWTMQ8a8lBp6,La Ferme du Kilimandjaro ,,,oui,sud,Le Tampon,"10 Impasse Bernard Céleste, 97418 Le Tampon - La Plaine des Cafres",http://www.lafermedukilimandjaro.fr,Restauration,Table d'hôtes,Chambre d'hôte ; Table d'hôte,"Village,Montagne",97418,La Plaine des Cafres,La Plaine des Cafres,"chauffage , linge de maison , parking , sanitaires privés , wifi","sentier de randonnée,commerce alimentaire,parking public,site - lieu culturel","Espèces,Chèque,Virement","français,créole,anglais",0262 43 13 41,,,,serena.hajek@hotmail.fr,6,,"La Ferme du Kilimandjaro est située dans les Hauts du Tampon, avec une vue du battant des lames au sommet des montagnes. Optez pour un séjourner au clair de lune dans des roulottes tout confort pour découvrir les hauts de la Réunion,  le volcan et les produits de la ferme.","La ferme s'étend sur un domaine de 3000m2, au cœur d'un rucher où de nombreux arbres fruitiers et endémiques ont été plantés.
- Le petit déjeuner : entre 7h00 et 9h00 servi en terrasse individuelle ou dans les roulottes si le temps ne le permet pas.
Compositions : boisson chaude au choix, un jus d’orange frais, des confitures maisons, du pain, des croissants, des œufs frais si les poules ont pondu.
Pour les départs en rando avant 7 heures un panier est préparé dans la cuisine extérieure et en remplacement du pain frais et viennoiseries, une brioche est proposée. (Merci de prévenir à l’avance pour pouvoir avoir les jus d’orange pressés).
- Le repas du soir est destiné aux hôtes (sur réservation.)
Le menu est sans alcool.

Tous les jours : plateau repas composé de samoussas, salade, charcuteries, fromages, petite douceur maison selon les envies du chef et café.","Depuis Saint-Benoît, prendre la RN3 direction La Plaine des Cafres - Le Tampon, Au rond-point de la Cité du Volcan suivre ""Volcan, direction grande Ferme sur 1-2 km environ, puis à l'intersection à gauche direction Notre Dame de la Paix puis tourner à gauche impasse Bernard Céleste.
Depuis Saint-Pierre, prendre la RN3 direction La Plaine des Cafres. A la gendarmerie prendre la première à droite direction Petite Ferme, continuer jusqu'à l'impasse Bernard Céleste à gauche. ","Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,,,#N/A,81103295200020,#N/A,#N/A,,,,,,,,,"-21.233627, 55.580466",,,,CSC102HTC,,,,,,,AD2R
1da8905f,Galet Réunion,,,non,sud,Saint-Joseph,"11 chemin des Flamands, 97480 Saint-Joseph - Les Lianes",,Découverte,Art,Art & Artisanat,Milieu rural,97480,Saint-Joseph,Les Lianes,"vue montagne , matériel pour l'activité , ateliers , sculteur",point de vue panoramique,,créole,,0692 05 39 60,,,francois.nicolle6@orange.fr,,,Francois Nicolle artiste sculpteur sur galet basalte création œuvre d'art contemporain.,"François NICOLLE, est un sculpteur sur pierre qui s'exprime à travers l'art qu'il maîtrise. Cet artiste vous fera découvrir ses créations authentiques et originales en pierres.",,,,19/8/2022,,Mr François Benjamin NICOLLE,45060007700017,"Mr François Benjamin NICOLLE: 11 chemin des Flamands, 97480 Saint-Joseph ",Mr François Benjamin NICOLLE : francois.nicolle6@orange.fr - 0692053960,,,,,,,,,"-21.334423, 55.601373",,,,,,,,,,,
recMgWQrTWMVok83m,Kokapat Rando,,,oui,sud,Le Tampon,"109 Chemin Farjeau Les Trois Mares, 97430 Le Tampon - Trois Mares",http://www.kokapatrando-reunion.com,Loisirs - se divertir,Terre,Randonnée pédestre ; Spéléologie / tunnels de lave,"Village,Milieu rural",97430,Le Tampon,Trois Mares,"vue montagne , vue mer , visites pédagogiques , grand espace","sentier de randonnée,sentier de grande randonnée,équitation,parking public,point de vue panoramique","Chèque,Espèces","français,anglais",0262 33 30 14,,,,kokapatrando@gmail.com,8,,"Kokapat Rando propose des visites de tunnels de lave, en demi- journée, petite journée et journée sportive. 
Nouveauté 2017 : visite du tunnel bleu. Ce magnifique tunnel privé offre des sculptures de lave uniques et impressionnantes datant de plus de 22 000 ans et parfaitement conservées. Ce tunnel est classé parmi les 3 plus beaux tunnels de La Réunion. 
Kokapat Rando organise également des randonnées à la journée, des circuits ou des trekkings tout compris sur plusieurs jours pour découvrir l'île de La Réunion à travers un large choix de randonnées : Mafate, le Volcan, Cilaos, Salazie, le Piton des Neiges, les forêts de Bélouve et Bébour...","Toutes les prestations sont encadrées par un professionnel de montagne Diplômé d'Etat. Transferts en minibus climatisé et pique-niques (midi) sont inclus dans les tarifs.
Sont exclus: les boissons, les achats de souvenirs.
Tarif spécial pour les enfants de 6 à 12 ans (consulter Kokapat Rando). 

Pour les sortie Tunnel de lave : Sortie en groupe de 6 personnes maximum, le matériel spécifique à l'activité est fourni. Point de rendez-vous et accueil sur site. Durée 3 heures soit ½ journée au total. Les tarifs comprennent l’encadrement par des professionnels et le matériel spécifique à l’activité. Prévoir des affaires de rechanges, chaussures de sport et vêtement de pluie, de l’eau (min 1l/pers) Appareil photo pour une découverte inoubliable.",Lieux de rendez-vous différents selon les activités. Se renseigner auprès de Kokapat Rando.,"Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",Qualité Tourisme Ile de La Réunion,,,Mr Rudy Laurent,51005464600011,"Mr Rudy Laurent: Tunnels de Lave La Réunion : Tunnels de Lave KOKAPAT RANDO Île de La Réunion, 97430 Le Tampon ",Mr Rudy Laurent : kokapatrando@gmail.com - 0692 69 94 14,,,,,,,,,"-21.253754, 55.508130",,,,,,,,,,,
recfcEj0VScC9avif,Le Jardin Secret ,,,non,sud,Le Tampon,"82  Chemin des Acacias, 97418 Le Tampon - La Plaine des Cafres",,Hébergement,Location saisonnière,Appartement,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,"barbecue , climatisation , fer et planche à repasser , chauffage , lave linge privatif , salle de bain privée , TV , linge de maison , salon , wifi gratuit , vue montagne , micro-ondes , sanitaires privés , four , salon de jardin , terrasse , linge de toilette , cuisine , jardin arboré , table de ping-pong , cuisine équipée , cour clôturée , bibliothéque , Legumes bio , parking sécurisé , salle de bain , plaque de cuisson , frigo , salle à manger , Cafetière , cheminée","aire de jeux,sentier de randonnée,point de vue panoramique,commerce alimentaire,forêt,arrêt bus,transports en commun","Chèque,Virement,Espèces,airbnb","français,créole,anglais (Basique (Nv.1))",,0692 52 61 24,,,locations.velia@gmail.com,5,2 Etoile(s),"Pour vos vacances à la réunion, le Jardin Secret vous offre une prestation de qualité dans un endroit calme, excellent point de départ pour visiter toute l'ïle. Proche du volcan, du grand bassin , du piton des neiges, du Trou de Fer, Belouve …","Rez de chaussée de villa, composé de deux chambres décorées avec soins avec 2 lits doubles 140x190. Un lit une place dans le coin salon cheminée. Une grande cuisine équipée, avec une grande table idéale pour accueillir une famille. L'hébergement dispose d'un grand jardin arboré, avec salon de jardin et d'un brasero idéal pour les soirées autour du feu. Barbecue a disposition.
L'hébergement est situé sur une exploitation bio (certifié bio CERTIPAQ)","En arrivant du 17e prendre la direction de Piton Hyacinthe (route des caféiers), puis prendre à droite sur le chemin des Acacias/Bérichon. Continuer jusqu'au numéro 82, l'hébergement se trouve sur la droite.",,,,,Mr Jean Fred Velia,43467879300010,"Mr Jean Fred Velia: 82 Chemin des Acacias, 97418 La Plaine des Cafres ",Mr Jean Fred Velia : locations.velia@gmail.com - 0692 52 61 24,,,,,,,,,"-21.226506, 55.530542",,,,CSC287HT@,,,,,,,AD2R
recEqFurEd2CSBjqg,Le Figuier ,,,non,sud,Le Tampon,"82  Chemin des Acacias, 97418 Le Tampon - La Plaine des Cafres",,Hébergement,Location saisonnière,Bungalow & Chalet,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,"parking sécurisé , salon de jardin , jardin arboré , barbecue , climatisation , fer et planche à repasser , chauffage , TV , linge de maison , wifi gratuit , vue montagne , micro-ondes , douche , four , terrasse , cuisine , lave-linge , bibliothéque , Legumes bio , plaque de cuisson , frigo","sentier de randonnée,point de vue panoramique,commerce alimentaire,forêt,arrêt bus,transports en commun","Chèque,Virement,Espèces,airbnb","français,créole,anglais",,0692 52 61 24,,,locations.velia@gmail.com,2,2 Etoile(s),"Beau chalet-studio indépendant dans un grand jardin
Venez profiter des hauteurs de l'ile dans un cadre calme et soigné, prestation de qualité, excellent point de départ pour le volcan, le Grand-Bassin, trou de Fer , Piton des Neiges et autres sites ...","Charmante maisonnette studio avec mezzanine, situé dans un grand jardin bio.
Petite cuisine tout équipée, avec table et TV. 
Equipée d'un lit double au rez de chaussée (140x190) et d'un lit une place à l'étage accessible avec une échelle. 
Petite terrasse en extérieur donnant sur le jardin bio.","En arrivant du 17e prendre la direction de Piton Hyacinthe (route des caféiers), puis prendre à droite sur le chemin des Acacias/Bérichon. Continuer jusqu'au numéro 82, l'hébergement se trouve sur la droite.",,,,,Mr Jean Fred Velia,43467879300010,"Mr Jean Fred Velia: 82 Chemin des Acacias, 97418 La Plaine des Cafres ",Mr Jean Fred Velia : locations.velia@gmail.com - 0692 52 61 24,,,,,,,,,"-21.226423, 55.530680",,,,CSC288HT@,,,,,,,AD2R
