ID,Prestataires,Nom_Presta,Objet_du_Contact,Sous-catégorie,Message,Humeur,Date,Interlocuteur,Status,Taiter_Date,Humeur_apres,Object_id,Traitable;
2c1118b7,128cc6ba,,Labels et classements étoiles,,Le prestataire souhaite être recontacté pour avoir des informations au sujet des classements,😃,16/12/2021,a.sarpedon@otisud.com,Traitée,05/04/2022 00:00:00,,46b2c40c,;
"185edac3,128cc6ba,,Promotion Facebook,,""M. LEBON souhaiterait un """"post promo"""" de """"L'AN DORMI VACANCES"""" sur la page Facebook de l'OTI"",😃,16/12/2021,a.sarpedon@otisud.com,Traitée,23/02/2022 00:00:00,,46b2c40c,";
"6481007a,128cc6ba,,Accompagnement Taxe de séjour,,""L'établissement """"L'AN DORMI VACANCES"""" n'est pas enregistré sur la plateforme de la TDS"",😃,16/12/2021,a.sarpedon@otisud.com,Traitée,19/01/2022 00:00:00,,46b2c40c,";
"f8c6ab7c,c70f3227,,Promotion SIT (reunion.fr),,""Fabien, nouveau, souhaite qu'on lui envoie le formulaire SIT loisirs, merci :)"",😃,16/12/2021,a.mir@otisud.com,Traitée,04/01/2022 00:00:00,,6e009b41,";
f7d8e728,JoAn1593fP,,Demande d'attestation OTI,,Presta qui a du mal à différencier OTI / Mairie / CASUD,🤔,16/12/2021,m.lauret@otisud.com,Traitée,21/12/2021,,recCqLvsDhPYApH8v,;
"06b574f2,PrOl52446b,,Accompagnement Taxe de séjour,,""Les VILLAS MANDARINE sont au nombre de trois : VILLA CARAMBOLE "; VILLA PASSION et VILLA GOYAVIER. Il y a deux numéros de TDS déjà affiliés aux deux fiches dans BERTEL.
;
​1ère fiche : LES VILLAS MANDARINE ;
=> CSC182HT@ ;
2ème fiche : VILLA MANDARINE​ ;
"=> CSC173HR@"",😃,16/12/2021,a.sarpedon@otisud.com,Traitée,17/12/2021,,recS5CY0vUJ4cR2J8,";
2adceb98,8db6f2b5,,Fermeture définitive,,mail reçu sur plateforme TDS : fermé depuis juin 2021 // j'ai envoyé le courrier de fermeture au presta - attente retour pour désactivation,🤔,17/12/2021,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,61861d76,;
7df3e2a5,72A8FE0087,,Promotion SIT (reunion.fr),,Mise à jour de sa fiche sur reunion.fr > mail envoyé (AS+presta@oti) avec les infos,🤔,21/12/2021,m.lallement@otisud.com,Traitée,26/01/2022 00:00:00,,recyyAOrP5ABYe0Qk,;
95e29f2f,93a651b9,,Accompagnement Taxe de séjour,,Nouveau presta,😃,21/12/2021,a.mir@otisud.com,Traitée,19/01/2022 00:00:00,,d5c7c61d,;
9a623ada,MaSe2519dM,,Demande d'attestation OTI,,Une cliente a demandé une attestation affirmant que la ferme du Kilimandjaro était bien référencée dans notre base de donnée,😃,21/12/2021,a.payet@otisud.com,Traitée,27/12/2021,,recHEZWTMQ8a9lBp5,;
ef3d32d0,128cc6ba,,Demande signalétique,Nouveaux panneaux,Première demande de panneau signalétique,😃,21/12/2021,a.sarpedon@otisud.com,A traiter,,,46b2c40c,;
"f283edf4,128cc6ba,,Promotion SIT (reunion.fr),,""Le 22/12/2021, le formulaire d'inscription SIT a été envoyé par mail au prestataire"",😃,22/12/2021,a.sarpedon@otisud.com,Traitée,23/02/2022 00:00:00,,46b2c40c,";
"dbc74e16,8ffc87c4,,Demande d'attestation OTI,,""Elle demande une attestation de l'OTI qui prouve son inscription chez nous,  concernant son projet agro tourisme."",😃,22/12/2021,c.pose@otisud.com,Traitée,27/12/2021,,3a638741,";
"b7238883,d2f2c4e5,,Accompagnement Taxe de séjour,,""L'établissement """"TI KAZ FONTAINE LETCHIS"""" n'est pas enregistré sur la plateforme de la TDS"",😃,24/12/2021,a.sarpedon@otisud.com,Traitée,19/01/2022 00:00:00,,986ea8dd,";
"f567d2d3,d2f2c4e5,,Accompagnement Taxe de séjour,,""L'établissement """"TI KAZ FONTAINE ANANAS"""" n'est pas enregistré sur la plateforme de la TDS"",😃,24/12/2021,a.sarpedon@otisud.com,Traitée,19/01/2022 00:00:00,,6952bda4,";
"211772de,MaMa5402f9,,Accompagnement Taxe de séjour,,""Plainte client reçue (mail prestataires) : double paiement de la TDS, une fois sur Booking et une autre fois avec Mme Marapa"",🤔,24/12/2021,m.lallement@otisud.com,Traitée,07/01/2022 00:00:00,,recfS3ibqtiRSEOVy,";
8a866ba3,GoAl1210Vt,,Fermeture provisoire,,Fermé tout 2022,😃,27/12/2021,a.mir@otisud.com,Traitée,19/04/2026 00:00:00,,rec8iE3TifuN54Xqg,;
5e4c9c97,tSt2677vw,,Fermeture provisoire,,Courriel reçu de Mme CHONSEN en date du 28/12/2021 indiquant que son établissement sera fermé provisoirement jusqu'au 31/12/2023,😃,28/12/2021,a.sarpedon@otisud.com,Traitée,29/04/2024 00:00:00,,recnTKly9hnhSfA11,;
"33ba0c90,BeDi7978AH,,Labels et classements étoiles,,""Demande d'attestation de classement de son hébergement par téléphone le 28 décembre 2021. ";
"Le prestataire a reçu un mail en lien avec cette demande."",😃,28/12/2021,a.sarpedon@otisud.com,Traitée,05/04/2022 00:00:00,,recdIs0HOgiZ1A0SS,";
c7a9ce90,77ead142,,Accompagnement Taxe de séjour,,Cet établissement n'est pas enregistré sur la plateforme de la taxe de séjour,🤔,29/12/2021,a.sarpedon@otisud.com,Traitée,29/04/2024 00:00:00,,3b4a76ad,;
"21e3de5a,MaJo8668pe,,Promotion SIT (reunion.fr),,""Le 29 décembre 2021, le formulaire d'inscription SIT a été envoyé par mail au prestataire"",😃,29/12/2021,a.sarpedon@otisud.com,Traitée,17/11/2022 00:00:00,,reczwAXP6kVqcpsUm,";
4dc0de64,GrMa6340W5,,Fermeture provisoire,,le prestataire à informer par téléphone à ce jour le 29/12/2021 qu'il est fermé provisoirement jusqu'au mois de Juillet 2022,😃,29/12/2021,j.raoeliarison@otisud.com,Traitée,18/01/2022 00:00:00,,recYbHociWIhHmnT3,;
3f9fbb14,MaJo8668pe,,Accompagnement Taxe de séjour,,Le prestataire souhaite avoir une aide pour modifier la déclaration du mois de novembre 2021,😃,29/12/2021,a.sarpedon@otisud.com,Traitée,29/12/2021,,reczwAXP6kVqcpsUm,;
3d389845,c4b66490,,Autres,,Le prestataire a appelé le 30/12/2021 pour la collecte non effectuée des déchets de son bac jaune,🤔,30/12/2021,a.sarpedon@otisud.com,Traitée,30/12/2021,,9cb70902-0458-4b09-8d42-b3954f421398,;
6df776b7,MoAu80267b,,Accompagnement Taxe de séjour,,Cet établissement n'est pas enregistré sur la plateforme de la TDS,😃,03/01/2022,a.sarpedon@otisud.com,Traitée,26/01/2022 00:00:00,,5c37ae83,;
e7401249,RoMa7796sc,,Accompagnement Taxe de séjour,,Mme ROBERT a besoin d'une aide pour finaliser le paiement de la taxe de séjour,😃,03/01/2022,a.sarpedon@otisud.com,Traitée,19/04/2026 00:00:00,,recQj57Xv9jXL2umf,;
58dcc51a,MoAu80267b,,Promotion SIT (reunion.fr),,Formulaire d'inscription SIT à envoyer,😃,03/01/2022,a.sarpedon@otisud.com,Traitée,03/01/2022 00:00:00,,5c37ae83,;
8b3b5153,HuJo6155WM,,Promotion SIT (reunion.fr),,La fiche établissement est à revoir sur reunion.fr,😃,05/01/2022,a.sarpedon@otisud.com,Traitée,14/08/2023 00:00:00,,rechFFrgz5BbO2egc,;
63e49e30,HuJo6155WM,,Promotion SIT (reunion.fr),,La fiche établissement est à revoir sur reunion.fr,😃,05/01/2022,a.sarpedon@otisud.com,Traitée,15/05/2023 00:00:00,,recI8HW0JOu8UrmFs,;
"13f40441,KiCh8378Go,,Promotion Facebook,,""Cette demande provient du prestataire qui a envoyé un mail à l'adresse prestataires@otisud.com en date du 06/01/2022.";
;
"Cf. Le mail de réponse envoyé à M. KINDLER."",😃,06/01/2022,a.sarpedon@otisud.com,Traitée,13/01/2022 00:00:00,,recw7koVvxLQYlR3r,";
c435c6cc,BeDa7193Qp,,Promotion Facebook,,Cette demande provient du prestataire qui a envoyé un mail à l'adresse prestataires@otisud.com en date du 07/01/2022. Cf. mail de réponse envoyé à Madame PLUMARD.,😃,07/01/2022,a.sarpedon@otisud.com,Traitée,19/02/2022 00:00:00,,recnjutP2i5dK4m2t,;
"a0c2ef61,d5846f02,,Accompagnement Taxe de séjour,,""Il s'agit d'un nouveau prestataire. ";
Il est à noter qu'il y a deux déclarations en mairie pour les cinq bungalows. ;
;
"Cf. La fiche établissement, en effet, les deux déclarations en mairie reçues par mail sont enregistrées."",😃,07/01/2022,a.sarpedon@otisud.com,Traitée,19/01/2022 00:00:00,,fe3e77ff,";
ffe62eff,62b4795e,,Accompagnement Taxe de séjour,,Ouverture de la structure début janvier 2022 : demande accompagnement TDS,🤔,10/01/2022,m.lallement@otisud.com,Traitée,19/04/2026 00:00:00,,5cbfdc99,;
31ffba5a,LaRo3001bA,,Accompagnement Taxe de séjour,,Accompagnement à la télédéclaration - manque toute l'année 2021,🤔,10/01/2022,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,reccMrDJTa1lyK06z,;
8699c852,LaRo3001bA,,Labels et classements étoiles,,Classement arrivé à échéance depuis le 31/12/2021 : à renouveler // j'ai envoyé les coordonnées des organismes de classement par mail // à surveiller si classement renouvelé car sinon changement de tarif TDS à 5%,🤔,10/01/2022,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,reccMrDJTa1lyK06z,;
fcc502d3,LeJo70092B,,Promotion SIT (reunion.fr),,La fiche établissement de cet hébergement est à revoir sur reunion.fr,😃,10/01/2022,a.sarpedon@otisud.com,Traitée,16/02/2022 00:00:00,,recR8jq4A80w31rvT,;
d10badd3,e5be7e4c,,Accompagnement Taxe de séjour,,Cet établissement n'est pas enregistré sur la plateforme de la TDS,😃,10/01/2022,a.sarpedon@otisud.com,Traitée,20/01/2022 00:00:00,,d9f1c7dd,;
"41015ee7,BeJé7112Yr,,Labels et classements étoiles,,""J'ai appelé M. BEAUQUIS le 10/01/2022 pour que l'OTI ait l'attestation de classement de son hébergement. En parallèle, j'ai envoyé un mail au prestataire en lien avec cette demande."",😃,10/01/2022,a.sarpedon@otisud.com,Traitée,12/01/2022 00:00:00,,recFDv6ASx8x1hXN8,";
58685df3,GrPi2787iX,,Accompagnement Taxe de séjour,,M. Pierrot GRONDIN est passé au bureau le 10/01/2022 pour remettre sa déclaration de la taxe de séjour sous format papier pour le mois de décembre 2021.,😃,10/01/2022,a.sarpedon@otisud.com,Traitée,10/01/2022 00:00:00,,recaYKZd71rGpIVVl,;
dc77db7e,0f090691,,Porteur de projet(s),,nouveau presta Entre-Deux entrée BDD,😃,11/01/2022,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,2ed9f530,;
ebcfaccc,0f090691,,Accompagnement Taxe de séjour,,entrée en plateforme,😃,11/01/2022,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,2ed9f530,;
cbe58c1d,93a651b9,,Promotion SIT (reunion.fr),,Le formulaire SIT a été envoyé au prestataire en date du 11/01/2022,😃,11/01/2022,a.sarpedon@otisud.com,Traitée,14/02/2022 00:00:00,,d5c7c61d,;
1b9ed9c4,ChSo7912tU,,Accompagnement Taxe de séjour,,Difficultés au niveau de la télédéclaration,🤔,11/01/2022,m.lallement@otisud.com,Traitée,12/01/2022 00:00:00,,recZx01uZHg0R4TGL,;
53a8f425,PaFr5228SJ,,Promotion SIT (reunion.fr),,La fiche établissement est à revoir,😃,12/01/2022,a.sarpedon@otisud.com,Traitée,17/02/2022 00:00:00,,recaryrqsrVPPIB2M,;
6b0677a0,PaPa0790z5,,Promotion Facebook,,Cette demande envoyée par mail en date du 10/01/2022 provient de Mme Claire Afchain (=> Service Communication Sud Hôtel),😃,12/01/2022,a.sarpedon@otisud.com,Traitée,25/01/2022 00:00:00,,recahr7MiYZML3KgU,;
"4c757407,PaGu3364O2,,Accompagnement Taxe de séjour,,""M. PALMAS est venu au bureau le 12/01/2022 pour reverser la taxe de séjour. Cependant, en premier lieu, ce prestataire a besoin d'une aide pour faire les déclarations."",😃,12/01/2022,a.sarpedon@otisud.com,Traitée,13/01/2022 00:00:00,,rectSsyrYK0HPQkcn,";
94a70e8a,ChSo7912tU,,Autres,,Demande d'envoi du CERFA vierge de déclaration meublé de tourisme > va transformer une location bail en location saisonnière / Mme Chassenieux aura donc 3 meublés de tourisme > à suivre,😃,12/01/2022,m.lallement@otisud.com,Traitée,12/01/2022 00:00:00,,recZx01uZHg0R4TGL,;
"461fc5c9,KVé1667Vt,,Accompagnement Taxe de séjour,,""Question au sujet de la plateforme : """"Je ne comprends pas pourquoi """"Les Pamplemousses"""" est encore enregistré alors que cette hébergement ne recoit plus personne( j'y habite ) et que j'ai déjà signalé sa fermeture définitive. Je vous demande également de radier """"Dattier"""" que j'avais ouvert que pour les 3 derniers mois 2021 Jusqu'au 23/12/21 avec uniquement par Airbnb.MERCI"""""",🤔,13/01/2022,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,recHhFeAuSrIA3a6t,";
1a0624cc,LoGi7914gY,,Promotion SIT (reunion.fr),,Demande d'inscription SIT,😃,13/01/2022,a.sarpedon@otisud.com,Traitée,17/11/2022 00:00:00,,rec2SnUyGZpnGj7AB,;
d83b679a,aa879221,,Promotion SIT (reunion.fr),,Demande d'inscription,😃,13/01/2022,a.sarpedon@otisud.com,Traitée,04/07/2022 00:00:00,,2740c3db,;
f0511575,aa879221,,Accompagnement Taxe de séjour,,Cet établissement n'est pas enregistré sur la plateforme de la TDS,😃,13/01/2022,a.sarpedon@otisud.com,Traitée,19/01/2022 00:00:00,,2740c3db,;
43aeabad,MaMa5402f9,,Fermeture provisoire,,Fermeture provisoire jusqu'au 23 janvier 2022. Cf. mail envoyé par Madame MARAPA le 13/01/2022.,😃,13/01/2022,a.sarpedon@otisud.com,Traitée,18/01/2022 00:00:00,,recfS3ibqtiRSEOVy,;
c2ea329a,ChSo7912tU,,Accompagnement Taxe de séjour,,Question au sujet de la tarification TDS,🤔,13/01/2022,m.lallement@otisud.com,Traitée,13/01/2022 00:00:00,,recF7jALDXSn1wIxA,;
8564290d,aa879221,,Demande signalétique,Nouveaux panneaux,3 panneaux - Cf. mail envoyé par Mme MOUREAUX le 28 décembre 2021,😃,13/01/2022,a.sarpedon@otisud.com,A traiter,,,2740c3db,;
"38b7248f,KeCh10384O,,Fermeture définitive,,""fermeture définitive en cours pour le meublé de tourisme, M. KERBIDI y habite désormais - courrier de fermeture à compléter envoyé au prestataire le 17/01/2022 - en attente de son retour"",🤔,17/01/2022,m.lallement@otisud.com,Traitée,29/4/2024 00:00:00,,1BD2F795D0,";
e3134b03,1c130a5d,,Labels et classements étoiles,,demande mail d'infos classement étoiles,🤔,17/01/2022,m.lallement@otisud.com,Traitée,05/04/2022 00:00:00,,bf08aa73,;
22f82872,1c130a5d,,Accompagnement Taxe de séjour,,Nouveau presta TDS : entrée plateforme ok // attente validation courrier pour pouvoir l'envoyer!,🤔,17/01/2022,m.lallement@otisud.com,Traitée,19/01/2022 00:00:00,,bf08aa73,;
af3d10f3,f59beb40,,Accompagnement Taxe de séjour,,inscription en plateforme ok (visite de M. au bureau le 17/01/2022) // courrier à envoyer qd sera validé,🤔,17/01/2022,m.lallement@otisud.com,Traitée,19/01/2022 00:00:00,,c93fda30,;
64afcf67,1c130a5d,,Porteur de projet(s),,nouveau prestataire entré le 17/01/2022 : j'ai demandé au presta qu'elle nous envoie son récépissé de déclaration mairie par mail,🤔,17/01/2022,m.lallement@otisud.com,Traitée,18/01/2022 00:00:00,,bf08aa73,;
"f578ab9b,f59beb40,,Demande signalétique,Nouveaux panneaux,""M. COVINDIN avait déjà des panneaux pour sa structure. Ces panneaux ont été enlevés parce qu'il n'était pas dans notre BDD, en travaux et déclaration mairie à faire. M. est passé au bureau ce jour avec ses documents déclaratifs à jour et demande si on peut remettre ses panneaux"",🤔,17/01/2022,m.lallement@otisud.com,A traiter,,,c93fda30,";
6a57f617,b986b9ad,,Autres,,demande info pour avoir une poubelle sup pour son hébergement,🤔,18/01/2022,m.lallement@otisud.com,Traitée,19/04/2026 00:00:00,,63d77262,;
69e7064d,RoJe9387bg,,Promotion SIT (reunion.fr),,La fiche établissement est à mettre à jour sur reunion.fr,😃,18/01/2022,a.sarpedon@otisud.com,Traitée,7/2/2026 00:00:00,,rectoH9CeGaP9kY6Y,;
6ee58167,VaMa4332wy,,Accompagnement Taxe de séjour,,Souhaite que Mélodie la rappelle pour parler de la TDS,😃,18/01/2022,a.mir@otisud.com,Traitée,19/01/2022 00:00:00,,rec2VkaNFgTUZQarj,;
957a6175,ac3f437d,,Accompagnement Taxe de séjour,,Demande d'infos reversements,😃,18/01/2022,m.lallement@otisud.com,Traitée,18/01/2022 00:00:00,,0cfcf8dd,;
"90770473,VaMa4332wy,,Labels et classements étoiles,,""renouvellement de classement en cours pour """"La Kaz à Mélina 2"""""",😃,19/01/2022,m.lallement@otisud.com,Traitée,05/04/2022 00:00:00,,rectgw5U8BugwUIyW,";
60bc04ef,VaMa4332wy,,Fermeture définitive,,mise en location bail longue durée de Kaz à Mélina 1,🤔,19/01/2022,m.lallement@otisud.com,Traitée,20/01/2022 00:00:00,,rec2VkaNFgTUZQarj,;
0fce0cf8,77ead142,,Promotion SIT (reunion.fr),,Cette demande d'inscription SIT a été envoyée par mail par Clément en date du 18 décembre 2020,😃,20/01/2022,a.sarpedon@otisud.com,Traitée,29/04/2024 00:00:00,,3b4a76ad,;
"84169222,BeMa5648Zf,,Promotion SIT (reunion.fr),,""Le 20/01/2022, le formulaire d'inscription SIT a été envoyé par mail à Mme Bègue"",😃,20/01/2022,a.sarpedon@otisud.com,Traitée,17/11/2022 00:00:00,,recEhQQSPAaY4hR5H,";
36550f0f,f0c8fbce,,Porteur de projet(s),,nous a contacté par téléphone pour ajout // je lui ai demandé de nous envoyer son récepissé mairie par mail,🤔,20/01/2022,m.lallement@otisud.com,Traitée,20/01/2022 00:00:00,,6da7bb3a,;
57c9a917,f0c8fbce,,Accompagnement Taxe de séjour,,ajout TDS - nouveau prestataire,🤔,20/01/2022,m.lallement@otisud.com,Traitée,20/01/2022 00:00:00,,6da7bb3a,;
"390d9512,BeMa5648Zf,,Modification infos BDD,,""changement de nom : mail reçu sur TDS anciennement """"Chez Patrick et Maryline"""", nouveau nom """"Villa des Calistémons"""""",🤔,20/01/2022,m.lallement@otisud.com,Traitée,20/01/2022 00:00:00,,recEhQQSPAaY4hR5H,";
828efae6,KVé1667Vt,,Fermeture définitive,,Fermeture définitive du meublé,🤔,24/01/2022,m.lallement@otisud.com,Traitée,29/04/2024 00:00:00,,recHhFeAuSrIA3a6t,;
247bba4b,c70f3227,,Porteur de projet(s),,Fabien souhaite être mis en relation avec les autres hébergements de son quartier pour proposer des prestations de massages.,😃,24/01/2022,a.mir@otisud.com,Traitée,26/01/2022 00:00:00,,6e009b41,;
507cf739,BeMa5648Zf,,Accompagnement Taxe de séjour,,modification du nom de l'hébergement sur la plateforme + demande si elle doit informer la mairie,🤔,24/01/2022,m.lallement@otisud.com,Traitée,24/01/2022 00:00:00,,recEhQQSPAaY4hR5H,;
9efd142d,SeDa0727Qb,,Promotion SIT (reunion.fr),,Nouvelle demande d'inscription SIT,😃,25/01/2022,a.sarpedon@otisud.com,Traitée,16/11/2022 00:00:00,,recXAaoNGFgTQTbSG,;
"2ce4a52d,128cc6ba,,Accompagnement Taxe de séjour,,""Le 25/01/2022, M. LEBON a informé par téléphone qu'il souhaitait avoir un accompagnement TDS"",😃,25/01/2022,a.sarpedon@otisud.com,Traitée,31/03/2022 00:00:00,,46b2c40c,";
12e43fa9,MaSe2519dM,,Demande d'attestation OTI,,Mr Maréchal est passé ce matin en office à BM et il aimerait une attestation de référencement.,😃,25/01/2022,j.raoeliarison@otisud.com,Traitée,26/01/2022 00:00:00,,recHEZWTMQ8a9lBp5,;
"278be7af,PaMa7978gy,,""Problème  juridique, Sirene"",,""Son numéro de sirene correspond à de la location permanente, il faut qu'il le fasse modifier en hébergement touristique"",😃,25/01/2022,a.mir@otisud.com,Traitée,25/01/2022 00:00:00,,recUOCYFvmBoqRPQ9,";
8e1f4b0c,8657bf32,,Promotion SIT (reunion.fr),,nouveau presta : a indiqué lors de sa déclaration en mairie qu'elle souhaitait entrer en SIT,🤔,26/01/2022,m.lallement@otisud.com,Traitée,06/09/2022 00:00:00,,e270df62,;
d88589c3,8657bf32,,Porteur de projet(s),,nouveau presta (matrice mairie St-Jo),🤔,26/01/2022,m.lallement@otisud.com,Traitée,26/01/2022 00:00:00,,e270df62,;
bfc0fae5,8657bf32,,Accompagnement Taxe de séjour,,nouveau presta,🤔,26/01/2022,m.lallement@otisud.com,Traitée,26/01/2022 00:00:00,,e270df62,;
"75327b17,8657bf32,,Demande signalétique,Nouveaux panneaux,""nouveau presta, panneau demandé lors de sa déclaration d'ouverture en mairie"",🤔,26/01/2022,m.lallement@otisud.com,A traiter,,,e270df62,";
16bba5ca,6eaffba6,,Accompagnement Taxe de séjour,,ajout en plateforme,🤔,27/01/2022,m.lallement@otisud.com,Traitée,27/01/2022 00:00:00,,c7287dda,;
85670018,49fcde72,,Promotion SIT (reunion.fr),,Nouvelle demande,😃,31/01/2022,a.sarpedon@otisud.com,Traitée,16/11/2022 00:00:00,,95b72d6a,;
b2fff76d,49fcde72,,Accompagnement Taxe de séjour,,Nouveau prestataire dont l'établissement n'est pas encore enregistré sur la plateforme TDS,😃,31/01/2022,a.sarpedon@otisud.com,Traitée,31/03/2022 00:00:00,,95b72d6a,;
ab9f50d0,ab648f42,,Promotion SIT (reunion.fr),,Nouvelle demande d'inscription SIT,😃,01/02/2022,a.sarpedon@otisud.com,Traitée,17/11/2022 00:00:00,,ad15bd02,;
9f7ae0e4,ab648f42,,Accompagnement Taxe de séjour,,Nouveau prestataire dont l'établissement n'est pas référencé sur la plateforme TDS,😃,01/02/2022,a.sarpedon@otisud.com,Traitée,06/05/2022 00:00:00,,ad15bd02,;
5770794d,GrPi2787iX,,Accompagnement Taxe de séjour,,M. est passé déposer sa déclaration à 0,😃,01/02/2022,a.mir@otisud.com,Traitée,09/03/2022 00:00:00,,recaYKZd71rGpIVVl,;
6d78dd31,663bdba2,,Promotion SIT (reunion.fr),,Nouvelle demande d'inscription SIT,😃,02/02/2022,a.sarpedon@otisud.com,Traitée,17/11/2022 00:00:00,,8acd55dc,;
f2b5ef04,663bdba2,,Accompagnement Taxe de séjour,,Nouveau prestataire dont l'établissement n'est pas enregistré sur la plateforme TDS,😃,02/02/2022,a.sarpedon@otisud.com,Traitée,09/05/2022 00:00:00,,8acd55dc,;
"e3943b23,VaMa4332wy,,Accompagnement Taxe de séjour,,""Le 08/02/2022, Madame VALROMEX est passée au bureau pour le règlement de la taxe de séjour."",😃,08/02/2022,a.sarpedon@otisud.com,Traitée,08/02/2022 00:00:00,,rectgw5U8BugwUIyW,";
7a271840,1b69ba63,,Accompagnement Taxe de séjour,,Nouveau prestataire dont l'établissement n'est pas référencé sur la plateforme TDS,😃,09/02/2022,a.sarpedon@otisud.com,Traitée,29/04/2024 00:00:00,,302f8ece,;
063c52fc,1b69ba63,,Demande signalétique,Nouveaux panneaux,Première demande,😃,09/02/2022,a.sarpedon@otisud.com,Traitée,29/04/2024 00:00:00,,302f8ece,;
95b07e6e,2b4f2b7d,,Promotion SIT (reunion.fr),,Nouvelle demande,😃,09/02/2022,a.sarpedon@otisud.com,Traitée,17/11/2022 00:00:00,,443fd2ae,;
aa9ba90d,2b4f2b7d,,Accompagnement Taxe de séjour,,Nouveau prestataire dont l'établissement n'est pas référencé sur la plateforme TDS,😃,09/02/2022,a.sarpedon@otisud.com,Traitée,10/05/2022 00:00:00,,443fd2ae,;
"2bb689b9,Jo2046w6,,Autres,,""MadameJolivet a contacté le BIT de l'E pr dire qu'elle n'avait pas reçu les infos pour Entre Ker, j'ai recontacté, répondeur, message laissé pour vérifié le mail."",😃,09/02/2022,a.mir@otisud.com,Traitée,09/02/2022 00:00:00,,recHDhvcAecymLeQG,";
a5014bbb,SmJo7714uo,,Accompagnement Taxe de séjour,,Demande de vérification de son adresse mail,😃,09/02/2022,a.sarpedon@otisud.com,Traitée,09/02/2022 00:00:00,,rec8V96z3M3TU00Ae,;
2dd1d4ea,a59aa5e4,,Demande signalétique,Nouveaux panneaux,Première demande,😃,09/02/2022,a.sarpedon@otisud.com,A traiter,,,ebb42bed,;
8c806b96,2b4f2b7d,,Demande signalétique,Nouveaux panneaux,Première demande,😃,09/02/2022,a.sarpedon@otisud.com,A traiter,,,443fd2ae,;
58c07443,4647049e,,Porteur de projet(s),,Demande de visite,😃,11/02/2022,a.mir@otisud.com,Traitée,29/04/2024 00:00:00,,ceb8cd51,;
58934d4c,e38c16bc,,Accompagnement Taxe de séjour,,Nouveau prestataire dont l'établissement n'est pas référencé sur la plateforme TDS,😃,11/02/2022,a.sarpedon@otisud.com,Traitée,29/04/2024 00:00:00,,a7e5176b,;
e96d6f53,e38c16bc,,Promotion SIT (reunion.fr),,Nouvelle demande indiquée lors de mon appel téléphonique du 11/02/2022,😃,11/02/2022,a.sarpedon@otisud.com,Traitée,29/04/2024 00:00:00,,a7e5176b,;
fb46f76d,MoAu80267b,,Promotion SIT (reunion.fr),,Nouvelle demande,😃,11/02/2022,a.sarpedon@otisud.com,Traitée,17/11/2022 00:00:00,,recGIk7nWQkpYIgSf,;
02fabdb1,71c26035,,Autres,,Contacter la conciergerie Billikers pour s'assurer qu'elle fournisse les documents de CERFA/ SIRENE et Classement à Madame ABLANCOURT,😃,11/02/2022,a.mir@otisud.com,Traitée,10/11/2022 00:00:00,,a4fe2628,;
a7f222d5,71c26035,,Accompagnement Taxe de séjour,,Mélodie merci de voir avec l'agence Billikers pour le reversement de la TDS,😃,11/02/2022,a.mir@otisud.com,Traitée,21/06/2022 00:00:00,,a4fe2628,;
2a4607a0,ThSé5537Lk,,Autres,,Souhaite des infos sur l'intergénérationnel,😃,11/02/2022,a.mir@otisud.com,Traitée,01/04/2022 00:00:00,,recdLUuHoOI36h9NF,;
"eac32469,71c26035,,Promotion Facebook,,""Madame a besoin de visibilité, nouvel établissement, voir avec Billikers pour les droits. ";
"CERFA a récupérer / SIRENE en cours/ TDS requête pour ML créee/ page fb en cours de création we du 12 février"",😃,11/02/2022,a.mir@otisud.com,Traitée,31/03/2022 00:00:00,,a4fe2628,";
2e94b96a,93a651b9,,Porteur de projet(s),,Visite à caler pour tout caler,😃,11/02/2022,a.mir@otisud.com,Traitée,11/02/2022 00:00:00,,d5c7c61d,;
936f7d62,3d9f270f,,Porteur de projet(s),,Demande de visite,😃,11/02/2022,a.mir@otisud.com,Traitée,11/02/2022 00:00:00,,03541d5a,;
85ed27a7,FoFa7232Jr,,Autres,,N'avait pas reçu le formulaire pnr (m'a écrit pas messenger),😃,11/02/2022,a.mir@otisud.com,Traitée,11/02/2022 00:00:00,,recnCbirK0S2umj7c,;
7751a5ce,c70f3227,,Promotion Facebook,,Fabien souhaite partager les liens de son activité sur le groupe fb privé pro pour se faire du réseau,😃,11/02/2022,a.mir@otisud.com,Traitée,11/02/2022 00:00:00,,6e009b41,;
a6cb9261,FoJe4605lq,,Autres,,demande de visite,😃,11/02/2022,a.mir@otisud.com,Traitée,11/02/2022 00:00:00,,recmdf4qFuVVyaFav,;
4ab3c31c,RoUl4547JJ,,Autres,,Demande de visite,😃,11/02/2022,a.mir@otisud.com,Traitée,11/02/2022 00:00:00,,recaWKHs93TXSvfJD,;
68a10ab4,71c26035,,Demande signalétique,Nouveaux panneaux,Nouveau prestataire sur grande ferme qui demande ses panneaux,😃,11/02/2022,a.mir@otisud.com,A traiter,,,a4fe2628,;
