"object_type","group","bertel_table","bertel_field","tourinsoft_collection","tourinsoft_field","cardinality","transform","crosswalk_domain","required","privacy","mapping_status","review_status","evidence","notes"
"HOT|HLO|CAMP","Localisationss","","","Localisationss","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 227/227",""
"HOT|HLO|CAMP","Localisationss","","","Localisationss","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 227/227",""
"HOT|HLO|CAMP","Localisationss","","","Localisationss","ThesCode","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 227/227","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Localisationss","","","Localisationss","ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 227/227",""
"HOT|HLO|CAMP","Localisationss","","","Localisationss","ThesLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 227/227","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Localisationss","","","Localisationss","ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 227/227",""
"HOT|HLO|CAMP","Localisationss","","","Localisationss","ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/227",""
"HOT|HLO|CAMP","ModesPaiements","","","ModesPaiements","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 519/519",""
"HOT|HLO|CAMP","ModesPaiements","","","ModesPaiements","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 519/519",""
"HOT|HLO|CAMP","ModesPaiements","","","ModesPaiements","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 519/519",""
"HOT|HLO|CAMP","ModesPaiements","object_payment_method","payment_method_id","ModesPaiements","ThesCode","0..n","crosswalk","payment_method","observed_100pct","public","crosswalk","approved","FSHebergementOTISud 519/519",""
"HOT|HLO|CAMP","ModesPaiements","","","ModesPaiements","ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 519/519",""
"HOT|HLO|CAMP","ModesPaiements","ref_code_payment_method","name","ModesPaiements","ThesLibelle","0..n","crosswalk_label","payment_method","observed_100pct","public","crosswalk_label","approved","FSHebergementOTISud 519/519",""
"HOT|HLO|CAMP","ModesPaiements","","","ModesPaiements","ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 519/519",""
"HOT|HLO|CAMP","ModesPaiements","","","ModesPaiements","ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/519",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Complementdinformations","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/617","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Moyencommunications","contact_channel","value","Moyencommunications","Coordonnees","0..n","direct","","optional","public","direct","approved","FSHebergementOTISud 604/617",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 617/617",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Moyendecommunication","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/33","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Moyencommunications","ref_code_contact_kind","code","Moyencommunications","Moyendecommunication.ThesCode","0..n","crosswalk","contact_kind","observed_100pct","public","crosswalk","approved","FSHebergementOTISud 584/584",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Moyendecommunication.ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 584/584",""
"HOT|HLO|CAMP","Moyencommunications","ref_code_contact_kind","name","Moyencommunications","Moyendecommunication.ThesLibelle","0..n","crosswalk_label","contact_kind","observed_100pct","public","crosswalk_label","approved","FSHebergementOTISud 584/584",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Moyendecommunication.ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 584/584",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Moyendecommunication.ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/584",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 617/617",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 617/617",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Typedecoordonnees.ThesCode","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 617/617","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Typedecoordonnees.ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 617/617",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Typedecoordonnees.ThesLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 617/617","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Typedecoordonnees.ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 617/617",""
"HOT|HLO|CAMP","Moyencommunications","","","Moyencommunications","Typedecoordonnees.ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/617",""
"HOT|HLO|CAMP","PeriodeOuvertures","opening_period","date_start","PeriodeOuvertures","Datedebut","0..n","utc_date","","observed_100pct","public","utc_date","approved","FSHebergementOTISud 1/1",""
"HOT|HLO|CAMP","PeriodeOuvertures","opening_period","date_end","PeriodeOuvertures","Datefin","0..n","utc_date","","observed_100pct","public","utc_date","approved","FSHebergementOTISud 1/1",""
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","dimancheheuredebut1","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","dimancheheuredebut2","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","dimancheheurefin1","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","dimancheheurefin2","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","heuredebut1","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","heuredebut2","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","heurefin1","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","heurefin2","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1/1",""
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","jeudiheuredebut1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","jeudiheuredebut2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","jeudiheurefin1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","jeudiheurefin2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","lundiheuredebut1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","lundiheuredebut2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","lundiheurefin1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","lundiheurefin2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mardiheuredebut1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mardiheuredebut2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mardiheurefin1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mardiheurefin2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mercrediheuredebut1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mercrediheuredebut2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mercrediheurefin1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","mercrediheurefin2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1/1",""
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","Precisionssurlesfermetures","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","Precisionssurlesouvertures","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","samediheuredebut1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","samediheuredebut2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","samediheurefin1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","samediheurefin2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1/1",""
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","vendrediheuredebut1","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","vendrediheuredebut2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","vendrediheurefin1","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PeriodeOuvertures","","","PeriodeOuvertures","vendrediheurefin2","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1/1","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Photos","media","rights_expires_at","Photos","Datedefindutilisation","0..n","utc_date","","optional","public","utc_date","approved","FSHebergementOTISud 0/1609",""
"HOT|HLO|CAMP","Photos","","","Photos","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1609/1609",""
"HOT|HLO|CAMP","Photos","","","Photos","Licencecreativecommons","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/1609","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Photos","","","Photos","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1609/1609",""
"HOT|HLO|CAMP","Photos","media","credit","Photos","Photo.Credit","0..n","direct","","observed_100pct","public","direct","approved","FSHebergementOTISud 1609/1609",""
"HOT|HLO|CAMP","Photos","media","id","Photos","Photo.MediaID","0..n","uuid_text","","observed_100pct","public","uuid_text","approved","FSHebergementOTISud 1609/1609",""
"HOT|HLO|CAMP","Photos","media","title","Photos","Photo.Titre","0..n","direct","","observed_100pct","public","direct","approved","FSHebergementOTISud 1609/1609",""
"HOT|HLO|CAMP","Photos","media","url","Photos","Photo.Url","0..n","http_url","","observed_100pct","public","http_url","approved","FSHebergementOTISud 1609/1609",""
"HOT|HLO|CAMP","Photos","","","Photos","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1609/1609",""
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 452/452",""
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 452/452",""
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 452/452",""
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","ThesCode","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 452/452","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 452/452",""
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","ThesLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 452/452","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 452/452",""
"HOT|HLO|CAMP","PrestationProximites","","","PrestationProximites","ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/452",""
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1454/1454",""
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1454/1454",""
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1454/1454",""
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","ThesCode","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1454/1454","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1454/1454",""
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","ThesLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 1454/1454","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1454/1454",""
"HOT|HLO|CAMP","PrestationsEquipementss","","","PrestationsEquipementss","ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/1454",""
"HOT|HLO|CAMP","Reseauxsociauxs","","","Reseauxsociauxs","codeembed","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/36","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Reseauxsociauxs","","","Reseauxsociauxs","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","","","Reseauxsociauxs","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","","","Reseauxsociauxs","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","ref_code_social_network","code","Reseauxsociauxs","Typedeplateforme.ThesCode","0..n","crosswalk","social_network","observed_100pct","public","crosswalk","approved","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","","","Reseauxsociauxs","Typedeplateforme.ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","ref_code_social_network","name","Reseauxsociauxs","Typedeplateforme.ThesLibelle","0..n","crosswalk_label","social_network","observed_100pct","public","crosswalk_label","approved","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","","","Reseauxsociauxs","Typedeplateforme.ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","","","Reseauxsociauxs","Typedeplateforme.ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/36",""
"HOT|HLO|CAMP","Reseauxsociauxs","object_web_channel","value","Reseauxsociauxs","URL","0..n","http_url","","observed_100pct","public","http_url","approved","FSHebergementOTISud 36/36",""
"HOT|HLO|CAMP","Reservations","","","Reservations","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 31/31",""
"HOT|HLO|CAMP","Reservations","object_web_channel","value","Reservations","Lien","0..n","http_url","","observed_100pct","public","http_url","approved","FSHebergementOTISud 31/31",""
"HOT|HLO|CAMP","Reservations","","","Reservations","Listeplateforme.ThesCode","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 31/31","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Reservations","","","Reservations","Listeplateforme.ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 31/31",""
"HOT|HLO|CAMP","Reservations","","","Reservations","Listeplateforme.ThesLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 31/31","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Reservations","","","Reservations","Listeplateforme.ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 31/31",""
"HOT|HLO|CAMP","Reservations","","","Reservations","Listeplateforme.ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/31",""
"HOT|HLO|CAMP","Reservations","","","Reservations","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 31/31",""
"HOT|HLO|CAMP","Reservations","","","Reservations","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 31/31",""
"HOT|HLO|CAMP","Structure","","","Structure","Address1","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Address2","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Address3","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/211",""
"HOT|HLO|CAMP","Structure","","","Structure","City","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Country","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Email","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","Structure","","","Structure","EmailName","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Name","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Phone","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Postcode","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","Structure","","","Structure","SyndicStructureId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","Structure","","","Structure","Url","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/211",""
"HOT|HLO|CAMP","Tarifs","object_price","conditions","Tarifs","complementtarifs","0..n","strip_markdown","","optional","public","strip_markdown","approved","FSHebergementOTISud 2/215",""
"HOT|HLO|CAMP","Tarifs","object_price","valid_from","Tarifs","Datedebutaffichage","0..n","utc_date","","optional","public","utc_date","approved","FSHebergementOTISud 209/215",""
"HOT|HLO|CAMP","Tarifs","","","Tarifs","Datedebutvalidite","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/215","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Tarifs","","","Tarifs","Datefinaffichage","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 1/215","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Tarifs","object_price","valid_to","Tarifs","Datefinvalidite","0..n","utc_date","","optional","public","utc_date","approved","FSHebergementOTISud 0/215",""
"HOT|HLO|CAMP","Tarifs","","","Tarifs","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 215/215",""
"HOT|HLO|CAMP","Tarifs","","","Tarifs","IntituleTarifs","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/40","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Tarifs","","","Tarifs","IntituleTarifs.ThesCode","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 175/175","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Tarifs","","","Tarifs","IntituleTarifs.ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 175/175",""
"HOT|HLO|CAMP","Tarifs","","","Tarifs","IntituleTarifs.ThesLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 175/175","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Tarifs","","","Tarifs","IntituleTarifs.ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 175/175",""
"HOT|HLO|CAMP","Tarifs","","","Tarifs","IntituleTarifs.ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/175",""
"HOT|HLO|CAMP","Tarifs","object_price","amount_max","Tarifs","MaximumEuro","0..n","decimal","","optional","public","decimal","approved","FSHebergementOTISud 207/215",""
"HOT|HLO|CAMP","Tarifs","object_price","amount","Tarifs","MinimumEuro","0..n","decimal","","observed_100pct","public","decimal","approved","FSHebergementOTISud 215/215",""
"HOT|HLO|CAMP","Tarifs","","","Tarifs","Nom","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 153/215","Target/import semantics require CRT confirmation."
