path,scope,collection,field,feeds,reuse_class,bertel_source,transform,mapping_status,review_status,implementation,evidence,notes
ClassificationCategoriesSousCategorieVehiculeLoisirs.Ordre,relation,ClassificationCategoriesSousCategorieVehiculeLoisirs,Ordre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieVehiculeLoisirs.SyndicObjectId,relation,ClassificationCategoriesSousCategorieVehiculeLoisirs,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieVehiculeLoisirs.ThesCode,relation,ClassificationCategoriesSousCategorieVehiculeLoisirs,ThesCode,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieVehiculeLoisirs.ThesID,relation,ClassificationCategoriesSousCategorieVehiculeLoisirs,ThesID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationCategoriesSousCategorieVehiculeLoisirs.ThesLibelle,relation,ClassificationCategoriesSousCategorieVehiculeLoisirs,ThesLibelle,loisir_plein_air,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationCategoriesSousCategorieVehiculeLoisirs.ThesOrdre,relation,ClassificationCategoriesSousCategorieVehiculeLoisirs,ThesOrdre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationCategoriesSousCategorieVehiculeLoisirs.ThesPicto,relation,ClassificationCategoriesSousCategorieVehiculeLoisirs,ThesPicto,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieArts.ID,relation,ClassificationSousCategorieArts,ID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieArts.Ordre,relation,ClassificationSousCategorieArts,Ordre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieArts.SyndicObjectId,relation,ClassificationSousCategorieArts,SyndicObjectId,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieArts.ThesCode,relation,ClassificationSousCategorieArts,ThesCode,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieArts.ThesID,relation,ClassificationSousCategorieArts,ThesID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieArts.ThesLibelle,relation,ClassificationSousCategorieArts,ThesLibelle,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieArts.ThesOrdre,relation,ClassificationSousCategorieArts,ThesOrdre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieArts.ThesPicto,relation,ClassificationSousCategorieArts,ThesPicto,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieAuberges.ID,relation,ClassificationSousCategorieAuberges,ID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieAuberges.Ordre,relation,ClassificationSousCategorieAuberges,Ordre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieAuberges.SyndicObjectId,relation,ClassificationSousCategorieAuberges,SyndicObjectId,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieAuberges.ThesCode,relation,ClassificationSousCategorieAuberges,ThesCode,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieAuberges.ThesID,relation,ClassificationSousCategorieAuberges,ThesID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieAuberges.ThesLibelle,relation,ClassificationSousCategorieAuberges,ThesLibelle,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieAuberges.ThesOrdre,relation,ClassificationSousCategorieAuberges,ThesOrdre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieAuberges.ThesPicto,relation,ClassificationSousCategorieAuberges,ThesPicto,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieAutreTypes.ID,relation,ClassificationSousCategorieAutreTypes,ID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieAutreTypes.Ordre,relation,ClassificationSousCategorieAutreTypes,Ordre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieAutreTypes.SyndicObjectId,relation,ClassificationSousCategorieAutreTypes,SyndicObjectId,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieAutreTypes.ThesCode,relation,ClassificationSousCategorieAutreTypes,ThesCode,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieAutreTypes.ThesID,relation,ClassificationSousCategorieAutreTypes,ThesID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieAutreTypes.ThesLibelle,relation,ClassificationSousCategorieAutreTypes,ThesLibelle,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieAutreTypes.ThesOrdre,relation,ClassificationSousCategorieAutreTypes,ThesOrdre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieAutreTypes.ThesPicto,relation,ClassificationSousCategorieAutreTypes,ThesPicto,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategorieCHoteHLOs.ID,relation,ClassificationsouscategorieCHoteHLOs,ID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategorieCHoteHLOs.Ordre,relation,ClassificationsouscategorieCHoteHLOs,Ordre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategorieCHoteHLOs.SyndicObjectId,relation,ClassificationsouscategorieCHoteHLOs,SyndicObjectId,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategorieCHoteHLOs.ThesCode,relation,ClassificationsouscategorieCHoteHLOs,ThesCode,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationsouscategorieCHoteHLOs.ThesID,relation,ClassificationsouscategorieCHoteHLOs,ThesID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategorieCHoteHLOs.ThesLibelle,relation,ClassificationsouscategorieCHoteHLOs,ThesLibelle,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationsouscategorieCHoteHLOs.ThesOrdre,relation,ClassificationsouscategorieCHoteHLOs,ThesOrdre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategorieCHoteHLOs.ThesPicto,relation,ClassificationsouscategorieCHoteHLOs,ThesPicto,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategoriegiteHLOs.ID,relation,ClassificationsouscategoriegiteHLOs,ID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategoriegiteHLOs.Ordre,relation,ClassificationsouscategoriegiteHLOs,Ordre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategoriegiteHLOs.SyndicObjectId,relation,ClassificationsouscategoriegiteHLOs,SyndicObjectId,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategoriegiteHLOs.ThesCode,relation,ClassificationsouscategoriegiteHLOs,ThesCode,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationsouscategoriegiteHLOs.ThesID,relation,ClassificationsouscategoriegiteHLOs,ThesID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategoriegiteHLOs.ThesLibelle,relation,ClassificationsouscategoriegiteHLOs,ThesLibelle,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationsouscategoriegiteHLOs.ThesOrdre,relation,ClassificationsouscategoriegiteHLOs,ThesOrdre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategoriegiteHLOs.ThesPicto,relation,ClassificationsouscategoriegiteHLOs,ThesPicto,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieInfoServs.ID,relation,ClassificationSousCategorieInfoServs,ID,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieInfoServs.Ordre,relation,ClassificationSousCategorieInfoServs,Ordre,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieInfoServs.SyndicObjectId,relation,ClassificationSousCategorieInfoServs,SyndicObjectId,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieInfoServs.ThesCode,relation,ClassificationSousCategorieInfoServs,ThesCode,information_service,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieInfoServs.ThesID,relation,ClassificationSousCategorieInfoServs,ThesID,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieInfoServs.ThesLibelle,relation,ClassificationSousCategorieInfoServs,ThesLibelle,information_service,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieInfoServs.ThesOrdre,relation,ClassificationSousCategorieInfoServs,ThesOrdre,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieInfoServs.ThesPicto,relation,ClassificationSousCategorieInfoServs,ThesPicto,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategorielocsaisHLOs.ID,relation,ClassificationsouscategorielocsaisHLOs,ID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategorielocsaisHLOs.Ordre,relation,ClassificationsouscategorielocsaisHLOs,Ordre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategorielocsaisHLOs.SyndicObjectId,relation,ClassificationsouscategorielocsaisHLOs,SyndicObjectId,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategorielocsaisHLOs.ThesCode,relation,ClassificationsouscategorielocsaisHLOs,ThesCode,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationsouscategorielocsaisHLOs.ThesID,relation,ClassificationsouscategorielocsaisHLOs,ThesID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationsouscategorielocsaisHLOs.ThesLibelle,relation,ClassificationsouscategorielocsaisHLOs,ThesLibelle,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationsouscategorielocsaisHLOs.ThesOrdre,relation,ClassificationsouscategorielocsaisHLOs,ThesOrdre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationsouscategorielocsaisHLOs.ThesPicto,relation,ClassificationsouscategorielocsaisHLOs,ThesPicto,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieLocVehicules.ID,relation,ClassificationSousCategorieLocVehicules,ID,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieLocVehicules.Ordre,relation,ClassificationSousCategorieLocVehicules,Ordre,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieLocVehicules.SyndicObjectId,relation,ClassificationSousCategorieLocVehicules,SyndicObjectId,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieLocVehicules.ThesCode,relation,ClassificationSousCategorieLocVehicules,ThesCode,transport,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieLocVehicules.ThesID,relation,ClassificationSousCategorieLocVehicules,ThesID,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieLocVehicules.ThesLibelle,relation,ClassificationSousCategorieLocVehicules,ThesLibelle,transport,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieLocVehicules.ThesOrdre,relation,ClassificationSousCategorieLocVehicules,ThesOrdre,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieLocVehicules.ThesPicto,relation,ClassificationSousCategorieLocVehicules,ThesPicto,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieOrgs.ID,relation,ClassificationSousCategorieOrgs,ID,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieOrgs.Ordre,relation,ClassificationSousCategorieOrgs,Ordre,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieOrgs.SyndicObjectId,relation,ClassificationSousCategorieOrgs,SyndicObjectId,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieOrgs.ThesCode,relation,ClassificationSousCategorieOrgs,ThesCode,information_service,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieOrgs.ThesID,relation,ClassificationSousCategorieOrgs,ThesID,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieOrgs.ThesLibelle,relation,ClassificationSousCategorieOrgs,ThesLibelle,information_service,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieOrgs.ThesOrdre,relation,ClassificationSousCategorieOrgs,ThesOrdre,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieOrgs.ThesPicto,relation,ClassificationSousCategorieOrgs,ThesPicto,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatAgricoles.ID,relation,ClassificationSousCategoriePatAgricoles,ID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatAgricoles.Ordre,relation,ClassificationSousCategoriePatAgricoles,Ordre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatAgricoles.SyndicObjectId,relation,ClassificationSousCategoriePatAgricoles,SyndicObjectId,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatAgricoles.ThesCode,relation,ClassificationSousCategoriePatAgricoles,ThesCode,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatAgricoles.ThesID,relation,ClassificationSousCategoriePatAgricoles,ThesID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatAgricoles.ThesLibelle,relation,ClassificationSousCategoriePatAgricoles,ThesLibelle,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatAgricoles.ThesOrdre,relation,ClassificationSousCategoriePatAgricoles,ThesOrdre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatAgricoles.ThesPicto,relation,ClassificationSousCategoriePatAgricoles,ThesPicto,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatCulturels.ID,relation,ClassificationSousCategoriePatCulturels,ID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatCulturels.Ordre,relation,ClassificationSousCategoriePatCulturels,Ordre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatCulturels.SyndicObjectId,relation,ClassificationSousCategoriePatCulturels,SyndicObjectId,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatCulturels.ThesCode,relation,ClassificationSousCategoriePatCulturels,ThesCode,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatCulturels.ThesID,relation,ClassificationSousCategoriePatCulturels,ThesID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatCulturels.ThesLibelle,relation,ClassificationSousCategoriePatCulturels,ThesLibelle,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatCulturels.ThesOrdre,relation,ClassificationSousCategoriePatCulturels,ThesOrdre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatCulturels.ThesPicto,relation,ClassificationSousCategoriePatCulturels,ThesPicto,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatIndustriels.ID,relation,ClassificationSousCategoriePatIndustriels,ID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatIndustriels.Ordre,relation,ClassificationSousCategoriePatIndustriels,Ordre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatIndustriels.SyndicObjectId,relation,ClassificationSousCategoriePatIndustriels,SyndicObjectId,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatIndustriels.ThesCode,relation,ClassificationSousCategoriePatIndustriels,ThesCode,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatIndustriels.ThesID,relation,ClassificationSousCategoriePatIndustriels,ThesID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatIndustriels.ThesLibelle,relation,ClassificationSousCategoriePatIndustriels,ThesLibelle,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatIndustriels.ThesOrdre,relation,ClassificationSousCategoriePatIndustriels,ThesOrdre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatIndustriels.ThesPicto,relation,ClassificationSousCategoriePatIndustriels,ThesPicto,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatNaturels.ID,relation,ClassificationSousCategoriePatNaturels,ID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatNaturels.Ordre,relation,ClassificationSousCategoriePatNaturels,Ordre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatNaturels.SyndicObjectId,relation,ClassificationSousCategoriePatNaturels,SyndicObjectId,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatNaturels.ThesCode,relation,ClassificationSousCategoriePatNaturels,ThesCode,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatNaturels.ThesID,relation,ClassificationSousCategoriePatNaturels,ThesID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategoriePatNaturels.ThesLibelle,relation,ClassificationSousCategoriePatNaturels,ThesLibelle,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategoriePatNaturels.ThesOrdre,relation,ClassificationSousCategoriePatNaturels,ThesOrdre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategoriePatNaturels.ThesPicto,relation,ClassificationSousCategoriePatNaturels,ThesPicto,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieRestaurants.ID,relation,ClassificationSousCategorieRestaurants,ID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieRestaurants.Ordre,relation,ClassificationSousCategorieRestaurants,Ordre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieRestaurants.SyndicObjectId,relation,ClassificationSousCategorieRestaurants,SyndicObjectId,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieRestaurants.ThesCode,relation,ClassificationSousCategorieRestaurants,ThesCode,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieRestaurants.ThesID,relation,ClassificationSousCategorieRestaurants,ThesID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
